Gender,Please choose 6  courses that you will choose /  interest you / have chosen,Business & Financial Technology (SIT),Information Technology (SIT),Infocomm & Security (SIT),Cybersecurity  & Digital Forensics (SIT),Business Intelligence & Analytics (SIT),Common ICT Programme (SIT),Experiential Product & Interior Design (SDM),Animation & Visual Effects (SDM),Architecture  (SDM),Interaction Design (SDM),Digital Game Art & Design (SDM),Visual Communication (SDM),Motion Graphics Design (SDM),Game Development & Technology (SDM),Applied Chemistry (SAS),Biologics & Process Technology (SAS),Chemical & Pharmaceutical Technology (SAS),Food Science & Nutrition (SAS),Pharmaceutical Science (SAS),Accountancy & Finance (SBM),Banking & Finance (SBM),Business Management (SBM),Food & Beverage Business (SBM),Hospitality & Tourism Management (SBM),Mass Media Management (SBM),Sport & Wellness Management (SBM),Common Business Programme (SBM),Advanced & Digital Manufacturing (SEG),Aeronautical & Aerospace Technology (SEG),Aerospace Systems & Management (SEG),AI & Data Engineering (SEG),Biomedical Engineering (SEG),Electronic & Computer Engineering (SEG),Engineering with Business (SEG),Infocomm & Media Engineering (SEG),Nanotechnology & Materials Science (SEG),Robotics & Mechatronics (SEG),Common Engineering Programme (SEG),Nursing (SHSS),Oral Health Therapy (SHSS),Social Work (SHSS),sum
Female,"Applied Chemistry (SAS), Biologics & Process Technology (SAS), Chemical & Pharmaceutical Technology (SAS), Food Science & Nutrition (SAS), Pharmaceutical Science (SAS), Oral Health Therapy (SHSS)",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Male,"Applied Chemistry (SAS), Biologics & Process Technology (SAS), Chemical & Pharmaceutical Technology (SAS), Food Science & Nutrition (SAS), Pharmaceutical Science (SAS), Oral Health Therapy (SHSS)",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Female,"Applied Chemistry (SAS), Biologics & Process Technology (SAS), Chemical & Pharmaceutical Technology (SAS), Food Science & Nutrition (SAS), Pharmaceutical Science (SAS), Oral Health Therapy (SHSS)",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Male,"Applied Chemistry (SAS), Biologics & Process Technology (SAS), Chemical & Pharmaceutical Technology (SAS), Food Science & Nutrition (SAS), Pharmaceutical Science (SAS), Oral Health Therapy (SHSS)",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Female,"Applied Chemistry (SAS), Biologics & Process Technology (SAS), Chemical & Pharmaceutical Technology (SAS), Food Science & Nutrition (SAS), Pharmaceutical Science (SAS), Oral Health Therapy (SHSS)",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Male,"Applied Chemistry (SAS), Biologics & Process Technology (SAS), Chemical & Pharmaceutical Technology (SAS), Food Science & Nutrition (SAS), Pharmaceutical Science (SAS), Oral Health Therapy (SHSS)",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Female,"Applied Chemistry (SAS), Biologics & Process Technology (SAS), Chemical & Pharmaceutical Technology (SAS), Food Science & Nutrition (SAS), Pharmaceutical Science (SAS), Oral Health Therapy (SHSS)",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Female,"Applied Chemistry (SAS), Biologics & Process Technology (SAS), Chemical & Pharmaceutical Technology (SAS), Food Science & Nutrition (SAS), Pharmaceutical Science (SAS), Oral Health Therapy (SHSS)",0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Male,"Applied Chemistry (SAS), Biologics & Process Technology (SAS), Chemical & Pharmaceutical Technology (SAS), Food Science & Nutrition (SAS), Pharmaceutical Science (SAS), Oral Health Therapy (SHSS)",0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Male,"Applied Chemistry (SAS), Biologics & Process Technology (SAS), Chemical & Pharmaceutical Technology (SAS), Food Science & Nutrition (SAS), Pharmaceutical Science (SAS), Oral Health Therapy (SHSS)",0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Male,"Applied Chemistry (SAS), Biologics & Process Technology (SAS), Chemical & Pharmaceutical Technology (SAS), Food Science & Nutrition (SAS), Pharmaceutical Science (SAS), Oral Health Therapy (SHSS)",0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Male,"Applied Chemistry (SAS), Biologics & Process Technology (SAS), Chemical & Pharmaceutical Technology (SAS), Food Science & Nutrition (SAS), Pharmaceutical Science (SAS), Oral Health Therapy (SHSS)",0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Male,"Applied Chemistry (SAS), Biologics & Process Technology (SAS), Chemical & Pharmaceutical Technology (SAS), Food Science & Nutrition (SAS), Pharmaceutical Science (SAS), Oral Health Therapy (SHSS)",0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Female,"Applied Chemistry (SAS), Biologics & Process Technology (SAS), Chemical & Pharmaceutical Technology (SAS), Food Science & Nutrition (SAS), Pharmaceutical Science (SAS), Oral Health Therapy (SHSS)",0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Male,"Applied Chemistry (SAS), Biologics & Process Technology (SAS), Chemical & Pharmaceutical Technology (SAS), Food Science & Nutrition (SAS), Pharmaceutical Science (SAS), Oral Health Therapy (SHSS)",0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Male,"Applied Chemistry (SAS), Biologics & Process Technology (SAS), Chemical & Pharmaceutical Technology (SAS), Food Science & Nutrition (SAS), Pharmaceutical Science (SAS), Oral Health Therapy (SHSS)",0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Female,"Applied Chemistry (SAS), Biologics & Process Technology (SAS), Chemical & Pharmaceutical Technology (SAS), Food Science & Nutrition (SAS), Pharmaceutical Science (SAS), Oral Health Therapy (SHSS)",0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Male,"Applied Chemistry (SAS), Biologics & Process Technology (SAS), Chemical & Pharmaceutical Technology (SAS), Food Science & Nutrition (SAS), Pharmaceutical Science (SAS), Oral Health Therapy (SHSS)",0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Female,"Applied Chemistry (SAS), Biologics & Process Technology (SAS), Chemical & Pharmaceutical Technology (SAS), Food Science & Nutrition (SAS), Pharmaceutical Science (SAS), Oral Health Therapy (SHSS)",0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Female,"Applied Chemistry (SAS), Biologics & Process Technology (SAS), Chemical & Pharmaceutical Technology (SAS), Food Science & Nutrition (SAS), Pharmaceutical Science (SAS), Oral Health Therapy (SHSS)",0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Female,"Applied Chemistry (SAS), Biologics & Process Technology (SAS), Chemical & Pharmaceutical Technology (SAS), Food Science & Nutrition (SAS), Pharmaceutical Science (SAS), Oral Health Therapy (SHSS)",0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Female,"Applied Chemistry (SAS), Biologics & Process Technology (SAS), Chemical & Pharmaceutical Technology (SAS), Food Science & Nutrition (SAS), Pharmaceutical Science (SAS), Oral Health Therapy (SHSS)",0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Male,"Applied Chemistry (SAS), Biologics & Process Technology (SAS), Chemical & Pharmaceutical Technology (SAS), Food Science & Nutrition (SAS), Pharmaceutical Science (SAS), Oral Health Therapy (SHSS)",0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Female,"Applied Chemistry (SAS), Biologics & Process Technology (SAS), Chemical & Pharmaceutical Technology (SAS), Food Science & Nutrition (SAS), Pharmaceutical Science (SAS), Oral Health Therapy (SHSS)",0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Male,"Applied Chemistry (SAS), Biologics & Process Technology (SAS), Chemical & Pharmaceutical Technology (SAS), Food Science & Nutrition (SAS), Pharmaceutical Science (SAS), Oral Health Therapy (SHSS)",0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Female,"Applied Chemistry (SAS), Biologics & Process Technology (SAS), Chemical & Pharmaceutical Technology (SAS), Food Science & Nutrition (SAS), Pharmaceutical Science (SAS), Oral Health Therapy (SHSS)",0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Male,"Applied Chemistry (SAS), Biologics & Process Technology (SAS), Chemical & Pharmaceutical Technology (SAS), Food Science & Nutrition (SAS), Pharmaceutical Science (SAS), Oral Health Therapy (SHSS)",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6
Female,"Applied Chemistry (SAS), Biologics & Process Technology (SAS), Chemical & Pharmaceutical Technology (SAS), Food Science & Nutrition (SAS), Pharmaceutical Science (SAS), Oral Health Therapy (SHSS)",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6
Male,"Applied Chemistry (SAS), Biologics & Process Technology (SAS), Chemical & Pharmaceutical Technology (SAS), Food Science & Nutrition (SAS), Pharmaceutical Science (SAS), Oral Health Therapy (SHSS)",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6
Male,"Applied Chemistry (SAS), Biologics & Process Technology (SAS), Chemical & Pharmaceutical Technology (SAS), Food Science & Nutrition (SAS), Pharmaceutical Science (SAS), Oral Health Therapy (SHSS)",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6
Female,"Applied Chemistry (SAS), Biologics & Process Technology (SAS), Chemical & Pharmaceutical Technology (SAS), Food Science & Nutrition (SAS), Pharmaceutical Science (SAS), Oral Health Therapy (SHSS)",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6
Female,"Applied Chemistry (SAS), Biologics & Process Technology (SAS), Chemical & Pharmaceutical Technology (SAS), Food Science & Nutrition (SAS), Pharmaceutical Science (SAS), Oral Health Therapy (SHSS)",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6
Male,"Applied Chemistry (SAS), Biologics & Process Technology (SAS), Chemical & Pharmaceutical Technology (SAS), Food Science & Nutrition (SAS), Pharmaceutical Science (SAS), Oral Health Therapy (SHSS)",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6
Male,"Applied Chemistry (SAS), Biologics & Process Technology (SAS), Chemical & Pharmaceutical Technology (SAS), Food Science & Nutrition (SAS), Pharmaceutical Science (SAS), Oral Health Therapy (SHSS)",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6
Male,"Applied Chemistry (SAS), Biologics & Process Technology (SAS), Chemical & Pharmaceutical Technology (SAS), Food Science & Nutrition (SAS), Pharmaceutical Science (SAS), Oral Health Therapy (SHSS)",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6
Male,"Applied Chemistry (SAS), Biologics & Process Technology (SAS), Chemical & Pharmaceutical Technology (SAS), Food Science & Nutrition (SAS), Pharmaceutical Science (SAS), Oral Health Therapy (SHSS)",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6
Male,"Applied Chemistry (SAS), Biologics & Process Technology (SAS), Chemical & Pharmaceutical Technology (SAS), Food Science & Nutrition (SAS), Pharmaceutical Science (SAS), Oral Health Therapy (SHSS)",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6
Male,"Applied Chemistry (SAS), Biologics & Process Technology (SAS), Chemical & Pharmaceutical Technology (SAS), Food Science & Nutrition (SAS), Pharmaceutical Science (SAS), Oral Health Therapy (SHSS)",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6
Female,"Applied Chemistry (SAS), Biologics & Process Technology (SAS), Chemical & Pharmaceutical Technology (SAS), Food Science & Nutrition (SAS), Pharmaceutical Science (SAS), Oral Health Therapy (SHSS)",1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Male,"Applied Chemistry (SAS), Biologics & Process Technology (SAS), Chemical & Pharmaceutical Technology (SAS), Food Science & Nutrition (SAS), Pharmaceutical Science (SAS), Oral Health Therapy (SHSS)",1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Male,"Applied Chemistry (SAS), Biologics & Process Technology (SAS), Chemical & Pharmaceutical Technology (SAS), Food Science & Nutrition (SAS), Pharmaceutical Science (SAS), Oral Health Therapy (SHSS)",1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Female,"Applied Chemistry (SAS), Biologics & Process Technology (SAS), Chemical & Pharmaceutical Technology (SAS), Food Science & Nutrition (SAS), Pharmaceutical Science (SAS), Oral Health Therapy (SHSS)",1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Female,"Applied Chemistry (SAS), Biologics & Process Technology (SAS), Chemical & Pharmaceutical Technology (SAS), Food Science & Nutrition (SAS), Pharmaceutical Science (SAS), Oral Health Therapy (SHSS)",1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Male,"Applied Chemistry (SAS), Biologics & Process Technology (SAS), Chemical & Pharmaceutical Technology (SAS), Food Science & Nutrition (SAS), Pharmaceutical Science (SAS), Oral Health Therapy (SHSS)",1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Female,"Applied Chemistry (SAS), Biologics & Process Technology (SAS), Chemical & Pharmaceutical Technology (SAS), Food Science & Nutrition (SAS), Pharmaceutical Science (SAS), Oral Health Therapy (SHSS)",1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Male,"Applied Chemistry (SAS), Biologics & Process Technology (SAS), Chemical & Pharmaceutical Technology (SAS), Food Science & Nutrition (SAS), Pharmaceutical Science (SAS), Oral Health Therapy (SHSS)",1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Male,"Applied Chemistry (SAS), Biologics & Process Technology (SAS), Chemical & Pharmaceutical Technology (SAS), Food Science & Nutrition (SAS), Pharmaceutical Science (SAS), Oral Health Therapy (SHSS)",1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Male,"Applied Chemistry (SAS), Biologics & Process Technology (SAS), Chemical & Pharmaceutical Technology (SAS), Food Science & Nutrition (SAS), Pharmaceutical Science (SAS), Oral Health Therapy (SHSS)",1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Female,"Applied Chemistry (SAS), Biologics & Process Technology (SAS), Chemical & Pharmaceutical Technology (SAS), Food Science & Nutrition (SAS), Pharmaceutical Science (SAS), Oral Health Therapy (SHSS)",1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Male,"Applied Chemistry (SAS), Biologics & Process Technology (SAS), Chemical & Pharmaceutical Technology (SAS), Food Science & Nutrition (SAS), Pharmaceutical Science (SAS), Oral Health Therapy (SHSS)",1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Female,"Applied Chemistry (SAS), Biologics & Process Technology (SAS), Chemical & Pharmaceutical Technology (SAS), Food Science & Nutrition (SAS), Pharmaceutical Science (SAS), Oral Health Therapy (SHSS)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6
Female,"Applied Chemistry (SAS), Biologics & Process Technology (SAS), Chemical & Pharmaceutical Technology (SAS), Food Science & Nutrition (SAS), Pharmaceutical Science (SAS), Oral Health Therapy (SHSS)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6
Male,"Applied Chemistry (SAS), Biologics & Process Technology (SAS), Chemical & Pharmaceutical Technology (SAS), Food Science & Nutrition (SAS), Pharmaceutical Science (SAS), Oral Health Therapy (SHSS)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6
Female,"Applied Chemistry (SAS), Biologics & Process Technology (SAS), Chemical & Pharmaceutical Technology (SAS), Food Science & Nutrition (SAS), Pharmaceutical Science (SAS), Oral Health Therapy (SHSS)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6
Female,"Applied Chemistry (SAS), Biologics & Process Technology (SAS), Chemical & Pharmaceutical Technology (SAS), Food Science & Nutrition (SAS), Pharmaceutical Science (SAS), Oral Health Therapy (SHSS)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6
Female,"Applied Chemistry (SAS), Biologics & Process Technology (SAS), Chemical & Pharmaceutical Technology (SAS), Food Science & Nutrition (SAS), Pharmaceutical Science (SAS), Oral Health Therapy (SHSS)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6
Male,"Applied Chemistry (SAS), Biologics & Process Technology (SAS), Chemical & Pharmaceutical Technology (SAS), Food Science & Nutrition (SAS), Pharmaceutical Science (SAS), Oral Health Therapy (SHSS)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6
Male,"Applied Chemistry (SAS), Biologics & Process Technology (SAS), Chemical & Pharmaceutical Technology (SAS), Food Science & Nutrition (SAS), Pharmaceutical Science (SAS), Oral Health Therapy (SHSS)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6
Female,"Applied Chemistry (SAS), Biologics & Process Technology (SAS), Chemical & Pharmaceutical Technology (SAS), Food Science & Nutrition (SAS), Pharmaceutical Science (SAS), Oral Health Therapy (SHSS)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6
Female,"Applied Chemistry (SAS), Biologics & Process Technology (SAS), Chemical & Pharmaceutical Technology (SAS), Food Science & Nutrition (SAS), Pharmaceutical Science (SAS), Oral Health Therapy (SHSS)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6
Female,"Applied Chemistry (SAS), Biologics & Process Technology (SAS), Chemical & Pharmaceutical Technology (SAS), Food Science & Nutrition (SAS), Pharmaceutical Science (SAS), Oral Health Therapy (SHSS)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6
Male,"Applied Chemistry (SAS), Biologics & Process Technology (SAS), Chemical & Pharmaceutical Technology (SAS), Food Science & Nutrition (SAS), Pharmaceutical Science (SAS), Oral Health Therapy (SHSS)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6
Male,"Applied Chemistry (SAS), Biologics & Process Technology (SAS), Chemical & Pharmaceutical Technology (SAS), Food Science & Nutrition (SAS), Pharmaceutical Science (SAS), Oral Health Therapy (SHSS)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6
Male,"Applied Chemistry (SAS), Biologics & Process Technology (SAS), Chemical & Pharmaceutical Technology (SAS), Food Science & Nutrition (SAS), Pharmaceutical Science (SAS), Oral Health Therapy (SHSS)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6
Male,"Applied Chemistry (SAS), Biologics & Process Technology (SAS), Chemical & Pharmaceutical Technology (SAS), Food Science & Nutrition (SAS), Pharmaceutical Science (SAS), Oral Health Therapy (SHSS)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6
Male,"Applied Chemistry (SAS), Biologics & Process Technology (SAS), Chemical & Pharmaceutical Technology (SAS), Food Science & Nutrition (SAS), Pharmaceutical Science (SAS), Oral Health Therapy (SHSS)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6
Female,"Applied Chemistry (SAS), Biologics & Process Technology (SAS), Chemical & Pharmaceutical Technology (SAS), Food Science & Nutrition (SAS), Pharmaceutical Science (SAS), Oral Health Therapy (SHSS)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6
Female,"Applied Chemistry (SAS), Biologics & Process Technology (SAS), Chemical & Pharmaceutical Technology (SAS), Food Science & Nutrition (SAS), Pharmaceutical Science (SAS), Oral Health Therapy (SHSS)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6
Male,"Applied Chemistry (SAS), Biologics & Process Technology (SAS), Chemical & Pharmaceutical Technology (SAS), Food Science & Nutrition (SAS), Pharmaceutical Science (SAS), Oral Health Therapy (SHSS)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6
Female,"Applied Chemistry (SAS), Biologics & Process Technology (SAS), Chemical & Pharmaceutical Technology (SAS), Food Science & Nutrition (SAS), Pharmaceutical Science (SAS), Oral Health Therapy (SHSS)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6
Male,"Applied Chemistry (SAS), Biologics & Process Technology (SAS), Chemical & Pharmaceutical Technology (SAS), Food Science & Nutrition (SAS), Pharmaceutical Science (SAS), Oral Health Therapy (SHSS)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6
Female,"Applied Chemistry (SAS), Biologics & Process Technology (SAS), Chemical & Pharmaceutical Technology (SAS), Food Science & Nutrition (SAS), Pharmaceutical Science (SAS), Oral Health Therapy (SHSS)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6
Female,"Applied Chemistry (SAS), Biologics & Process Technology (SAS), Chemical & Pharmaceutical Technology (SAS), Food Science & Nutrition (SAS), Pharmaceutical Science (SAS), Oral Health Therapy (SHSS)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6
