Gender,Please choose 6  courses that you will choose /  interest you / have chosen,Business & Financial Technology (SIT),Information Technology (SIT),Infocomm & Security (SIT),Cybersecurity  & Digital Forensics (SIT),Business Intelligence & Analytics (SIT),Common ICT Programme (SIT),Experiential Product & Interior Design (SDM),Animation & Visual Effects (SDM),Architecture  (SDM),Interaction Design (SDM),Digital Game Art & Design (SDM),Visual Communication (SDM),Motion Graphics Design (SDM),Game Development & Technology (SDM),Applied Chemistry (SAS),Biologics & Process Technology (SAS),Chemical & Pharmaceutical Technology (SAS),Food Science & Nutrition (SAS),Pharmaceutical Science (SAS),Accountancy & Finance (SBM),Banking & Finance (SBM),Business Management (SBM),Food & Beverage Business (SBM),Hospitality & Tourism Management (SBM),Mass Media Management (SBM),Sport & Wellness Management (SBM),Common Business Programme (SBM),Advanced & Digital Manufacturing (SEG),Aeronautical & Aerospace Technology (SEG),Aerospace Systems & Management (SEG),AI & Data Engineering (SEG),Biomedical Engineering (SEG),Electronic & Computer Engineering (SEG),Engineering with Business (SEG),Infocomm & Media Engineering (SEG),Nanotechnology & Materials Science (SEG),Robotics & Mechatronics (SEG),Common Engineering Programme (SEG),Nursing (SHSS),Oral Health Therapy (SHSS),Social Work (SHSS),sum
Male,"Applied Chemistry (SAS), Biologics & Process Technology (SAS), Chemical & Pharmaceutical Technology (SAS), Food Science & Nutrition (SAS), Pharmaceutical Science (SAS), Oral Health Therapy (SHSS)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6
Female,"Applied Chemistry (SAS), Biologics & Process Technology (SAS), Chemical & Pharmaceutical Technology (SAS), Food Science & Nutrition (SAS), Pharmaceutical Science (SAS), Oral Health Therapy (SHSS)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6
Male,"Applied Chemistry (SAS), Biologics & Process Technology (SAS), Chemical & Pharmaceutical Technology (SAS), Food Science & Nutrition (SAS), Pharmaceutical Science (SAS), Oral Health Therapy (SHSS)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6
Female,"Applied Chemistry (SAS), Biologics & Process Technology (SAS), Chemical & Pharmaceutical Technology (SAS), Food Science & Nutrition (SAS), Pharmaceutical Science (SAS), Oral Health Therapy (SHSS)",0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Female,"Applied Chemistry (SAS), Biologics & Process Technology (SAS), Chemical & Pharmaceutical Technology (SAS), Food Science & Nutrition (SAS), Pharmaceutical Science (SAS), Oral Health Therapy (SHSS)",0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Male,"Applied Chemistry (SAS), Biologics & Process Technology (SAS), Chemical & Pharmaceutical Technology (SAS), Food Science & Nutrition (SAS), Pharmaceutical Science (SAS), Oral Health Therapy (SHSS)",0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Female,"Applied Chemistry (SAS), Biologics & Process Technology (SAS), Chemical & Pharmaceutical Technology (SAS), Food Science & Nutrition (SAS), Pharmaceutical Science (SAS), Oral Health Therapy (SHSS)",0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Female,"Applied Chemistry (SAS), Biologics & Process Technology (SAS), Chemical & Pharmaceutical Technology (SAS), Food Science & Nutrition (SAS), Pharmaceutical Science (SAS), Oral Health Therapy (SHSS)",0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Female,"Applied Chemistry (SAS), Biologics & Process Technology (SAS), Chemical & Pharmaceutical Technology (SAS), Food Science & Nutrition (SAS), Pharmaceutical Science (SAS), Oral Health Therapy (SHSS)",0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Female,"Applied Chemistry (SAS), Biologics & Process Technology (SAS), Chemical & Pharmaceutical Technology (SAS), Food Science & Nutrition (SAS), Pharmaceutical Science (SAS), Oral Health Therapy (SHSS)",0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Female,"Applied Chemistry (SAS), Biologics & Process Technology (SAS), Chemical & Pharmaceutical Technology (SAS), Food Science & Nutrition (SAS), Pharmaceutical Science (SAS), Oral Health Therapy (SHSS)",0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Male,"Applied Chemistry (SAS), Biologics & Process Technology (SAS), Chemical & Pharmaceutical Technology (SAS), Food Science & Nutrition (SAS), Pharmaceutical Science (SAS), Oral Health Therapy (SHSS)",1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Male,"Applied Chemistry (SAS), Biologics & Process Technology (SAS), Chemical & Pharmaceutical Technology (SAS), Food Science & Nutrition (SAS), Pharmaceutical Science (SAS), Oral Health Therapy (SHSS)",1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Male,"Applied Chemistry (SAS), Biologics & Process Technology (SAS), Chemical & Pharmaceutical Technology (SAS), Food Science & Nutrition (SAS), Pharmaceutical Science (SAS), Oral Health Therapy (SHSS)",1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Female,"Applied Chemistry (SAS), Biologics & Process Technology (SAS), Chemical & Pharmaceutical Technology (SAS), Food Science & Nutrition (SAS), Pharmaceutical Science (SAS), Oral Health Therapy (SHSS)",1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Female,"Applied Chemistry (SAS), Biologics & Process Technology (SAS), Chemical & Pharmaceutical Technology (SAS), Food Science & Nutrition (SAS), Pharmaceutical Science (SAS), Oral Health Therapy (SHSS)",1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Female,"Applied Chemistry (SAS), Biologics & Process Technology (SAS), Chemical & Pharmaceutical Technology (SAS), Food Science & Nutrition (SAS), Pharmaceutical Science (SAS), Oral Health Therapy (SHSS)",1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Male,"Applied Chemistry (SAS), Biologics & Process Technology (SAS), Chemical & Pharmaceutical Technology (SAS), Food Science & Nutrition (SAS), Pharmaceutical Science (SAS), Oral Health Therapy (SHSS)",1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Male,"Applied Chemistry (SAS), Biologics & Process Technology (SAS), Chemical & Pharmaceutical Technology (SAS), Food Science & Nutrition (SAS), Pharmaceutical Science (SAS), Oral Health Therapy (SHSS)",1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Male,"Applied Chemistry (SAS), Biologics & Process Technology (SAS), Chemical & Pharmaceutical Technology (SAS), Food Science & Nutrition (SAS), Pharmaceutical Science (SAS), Oral Health Therapy (SHSS)",1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Female,"Applied Chemistry (SAS), Pharmaceutical Science (SAS), Accountancy & Finance (SBM), Banking & Finance (SBM), Hospitality & Tourism Management (SBM), Mass Media Management (SBM)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6
Female,"Applied Chemistry (SAS), Pharmaceutical Science (SAS), Accountancy & Finance (SBM), Banking & Finance (SBM), Hospitality & Tourism Management (SBM), Mass Media Management (SBM)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6
Male,"Applied Chemistry (SAS), Pharmaceutical Science (SAS), Accountancy & Finance (SBM), Banking & Finance (SBM), Hospitality & Tourism Management (SBM), Mass Media Management (SBM)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6
Female,"Applied Chemistry (SAS), Biologics & Process Technology (SAS), Chemical & Pharmaceutical Technology (SAS), Food Science & Nutrition (SAS), Pharmaceutical Science (SAS), Oral Health Therapy (SHSS)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Male,"Applied Chemistry (SAS), Biologics & Process Technology (SAS), Chemical & Pharmaceutical Technology (SAS), Food Science & Nutrition (SAS), Pharmaceutical Science (SAS), Oral Health Therapy (SHSS)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Male,"Applied Chemistry (SAS), Biologics & Process Technology (SAS), Chemical & Pharmaceutical Technology (SAS), Food Science & Nutrition (SAS), Pharmaceutical Science (SAS), Oral Health Therapy (SHSS)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Female,"Applied Chemistry (SAS), Biologics & Process Technology (SAS), Chemical & Pharmaceutical Technology (SAS), Food Science & Nutrition (SAS), Pharmaceutical Science (SAS), Oral Health Therapy (SHSS)",0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Female,"Applied Chemistry (SAS), Biologics & Process Technology (SAS), Chemical & Pharmaceutical Technology (SAS), Food Science & Nutrition (SAS), Pharmaceutical Science (SAS), Oral Health Therapy (SHSS)",0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Male,"Applied Chemistry (SAS), Biologics & Process Technology (SAS), Chemical & Pharmaceutical Technology (SAS), Food Science & Nutrition (SAS), Pharmaceutical Science (SAS), Oral Health Therapy (SHSS)",0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Female,"Applied Chemistry (SAS), Biologics & Process Technology (SAS), Chemical & Pharmaceutical Technology (SAS), Food Science & Nutrition (SAS), Pharmaceutical Science (SAS), Oral Health Therapy (SHSS)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6
Female,"Applied Chemistry (SAS), Biologics & Process Technology (SAS), Chemical & Pharmaceutical Technology (SAS), Food Science & Nutrition (SAS), Pharmaceutical Science (SAS), Oral Health Therapy (SHSS)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6
Female,"Applied Chemistry (SAS), Biologics & Process Technology (SAS), Chemical & Pharmaceutical Technology (SAS), Food Science & Nutrition (SAS), Pharmaceutical Science (SAS), Oral Health Therapy (SHSS)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6
Male,"Information Technology (SIT), Common ICT Programme (SIT), Architecture  (SDM), Digital Game Art & Design (SDM), Motion Graphics Design (SDM), Game Development & Technology (SDM)",0,1,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Male,"Digital Game Art & Design (SDM), Applied Chemistry (SAS), Food Science & Nutrition (SAS), Pharmaceutical Science (SAS), Banking & Finance (SBM), Hospitality & Tourism Management (SBM)",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Female,"Business & Financial Technology (SIT), Information Technology (SIT), Infocomm & Security (SIT), Cybersecurity  & Digital Forensics (SIT), Business Intelligence & Analytics (SIT), Common ICT Programme (SIT)",1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Male,"Cybersecurity  & Digital Forensics (SIT), Visual Communication (SDM), Mass Media Management (SBM), AI & Data Engineering (SEG), Infocomm & Media Engineering (SEG), Social Work (SHSS)",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,6
Female,"Cybersecurity  & Digital Forensics (SIT), Interaction Design (SDM), Visual Communication (SDM), Food Science & Nutrition (SAS), Mass Media Management (SBM), Social Work (SHSS)",0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6
Male,"Cybersecurity  & Digital Forensics (SIT), Interaction Design (SDM), Visual Communication (SDM), Food Science & Nutrition (SAS), Mass Media Management (SBM), Social Work (SHSS)",0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6
Male,"Architecture  (SDM), Applied Chemistry (SAS), Chemical & Pharmaceutical Technology (SAS), Business Management (SBM), Food & Beverage Business (SBM), Hospitality & Tourism Management (SBM)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Male,"Applied Chemistry (SAS), Biologics & Process Technology (SAS), Chemical & Pharmaceutical Technology (SAS), Pharmaceutical Science (SAS), Nursing (SHSS), Oral Health Therapy (SHSS)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,6
Female,"Applied Chemistry (SAS), Biologics & Process Technology (SAS), Chemical & Pharmaceutical Technology (SAS), Food Science & Nutrition (SAS), Pharmaceutical Science (SAS), Nursing (SHSS)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6
Female,"Business & Financial Technology (SIT), Information Technology (SIT), Infocomm & Security (SIT), Cybersecurity  & Digital Forensics (SIT), Business Intelligence & Analytics (SIT), Common ICT Programme (SIT)",1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Male,"Chemical & Pharmaceutical Technology (SAS), Food Science & Nutrition (SAS), Pharmaceutical Science (SAS), Business Management (SBM), Food & Beverage Business (SBM), Hospitality & Tourism Management (SBM)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Male,"Business & Financial Technology (SIT), Accountancy & Finance (SBM), Banking & Finance (SBM), Business Management (SBM), Sport & Wellness Management (SBM), Common Business Programme (SBM)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Male,"Business Intelligence & Analytics (SIT), Common ICT Programme (SIT), Pharmaceutical Science (SAS), Hospitality & Tourism Management (SBM), Sport & Wellness Management (SBM), Nanotechnology & Materials Science (SEG)",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6
Female,"Business & Financial Technology (SIT), Applied Chemistry (SAS), Biologics & Process Technology (SAS), Food & Beverage Business (SBM), Mass Media Management (SBM), Common Business Programme (SBM)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Female,"Applied Chemistry (SAS), Banking & Finance (SBM), Business Management (SBM), Hospitality & Tourism Management (SBM), Common Business Programme (SBM), Oral Health Therapy (SHSS)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6
Male,"Animation & Visual Effects (SDM), Motion Graphics Design (SDM), Game Development & Technology (SDM), Food & Beverage Business (SBM), AI & Data Engineering (SEG), Electronic & Computer Engineering (SEG)",0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,6
Female,"Pharmaceutical Science (SAS), Food & Beverage Business (SBM), Sport & Wellness Management (SBM), Aerospace Systems & Management (SEG), Nanotechnology & Materials Science (SEG), Oral Health Therapy (SHSS)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,6
Female,"Applied Chemistry (SAS), Biologics & Process Technology (SAS), Chemical & Pharmaceutical Technology (SAS), Food Science & Nutrition (SAS), Nursing (SHSS), Oral Health Therapy (SHSS)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,6
Male,"Business & Financial Technology (SIT), Accountancy & Finance (SBM), Banking & Finance (SBM), Business Management (SBM), Common Business Programme (SBM), Engineering with Business (SEG)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6
Male,"Aerospace Systems & Management (SEG), AI & Data Engineering (SEG), Biomedical Engineering (SEG), Electronic & Computer Engineering (SEG), Engineering with Business (SEG), Robotics & Mechatronics (SEG)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,6
Female,"Motion Graphics Design (SDM), Game Development & Technology (SDM), Advanced & Digital Manufacturing (SEG), Aeronautical & Aerospace Technology (SEG), AI & Data Engineering (SEG), Electronic & Computer Engineering (SEG)",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,6
Male,"Electronic & Computer Engineering (SEG), Engineering with Business (SEG), Infocomm & Media Engineering (SEG), Nanotechnology & Materials Science (SEG), Robotics & Mechatronics (SEG), Common Engineering Programme (SEG)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,6
Male,"AI & Data Engineering (SEG), Biomedical Engineering (SEG), Electronic & Computer Engineering (SEG), Engineering with Business (SEG), Infocomm & Media Engineering (SEG), Common Engineering Programme (SEG)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,6
Male,"Advanced & Digital Manufacturing (SEG), Aeronautical & Aerospace Technology (SEG), Aerospace Systems & Management (SEG), AI & Data Engineering (SEG), Engineering with Business (SEG), Common Engineering Programme (SEG)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,6
Male,"Aeronautical & Aerospace Technology (SEG), AI & Data Engineering (SEG), Engineering with Business (SEG), Nanotechnology & Materials Science (SEG), Robotics & Mechatronics (SEG), Common Engineering Programme (SEG)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,1,0,0,0,6
Male,"Advanced & Digital Manufacturing (SEG), Aeronautical & Aerospace Technology (SEG), AI & Data Engineering (SEG), Infocomm & Media Engineering (SEG), Robotics & Mechatronics (SEG), Common Engineering Programme (SEG)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,1,0,0,0,6
Male,"Aerospace Systems & Management (SEG), AI & Data Engineering (SEG), Biomedical Engineering (SEG), Engineering with Business (SEG), Nanotechnology & Materials Science (SEG), Common Engineering Programme (SEG)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,1,0,0,0,6
Female,"Aeronautical & Aerospace Technology (SEG), Aerospace Systems & Management (SEG), AI & Data Engineering (SEG), Biomedical Engineering (SEG), Engineering with Business (SEG), Common Engineering Programme (SEG)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,1,0,0,0,6
Female,"Business & Financial Technology (SIT), Cybersecurity  & Digital Forensics (SIT), Business Intelligence & Analytics (SIT), Business Management (SBM), Hospitality & Tourism Management (SBM), Aeronautical & Aerospace Technology (SEG)",1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6
Female,"Experiential Product & Interior Design (SDM), Animation & Visual Effects (SDM), Motion Graphics Design (SDM), Food & Beverage Business (SBM), Hospitality & Tourism Management (SBM), Mass Media Management (SBM)",0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Male,"Business & Financial Technology (SIT), Information Technology (SIT), Common ICT Programme (SIT), Motion Graphics Design (SDM), Food Science & Nutrition (SAS), Pharmaceutical Science (SAS)",1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Male,"Business & Financial Technology (SIT), Banking & Finance (SBM), Business Management (SBM), Common Business Programme (SBM), Advanced & Digital Manufacturing (SEG), Social Work (SHSS)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6
Male,"Experiential Product & Interior Design (SDM), Animation & Visual Effects (SDM), Digital Game Art & Design (SDM), Game Development & Technology (SDM), Food Science & Nutrition (SAS), Business Management (SBM)",0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Female,"Business & Financial Technology (SIT), Cybersecurity  & Digital Forensics (SIT), Banking & Finance (SBM), Business Management (SBM), Hospitality & Tourism Management (SBM), Aeronautical & Aerospace Technology (SEG)",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6
Female,"Visual Communication (SDM), Applied Chemistry (SAS), Pharmaceutical Science (SAS), Aerospace Systems & Management (SEG), Nursing (SHSS), Social Work (SHSS)",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,6
Male,"Experiential Product & Interior Design (SDM), Animation & Visual Effects (SDM), Architecture  (SDM), Interaction Design (SDM), Mass Media Management (SBM), Nursing (SHSS)",0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6
Female,"Visual Communication (SDM), Motion Graphics Design (SDM), Game Development & Technology (SDM), Sport & Wellness Management (SBM), Aerospace Systems & Management (SEG), Robotics & Mechatronics (SEG)",0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,6
Male,"Food & Beverage Business (SBM), Hospitality & Tourism Management (SBM), Mass Media Management (SBM), Nursing (SHSS), Oral Health Therapy (SHSS), Social Work (SHSS)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,6
Female,"Aeronautical & Aerospace Technology (SEG), AI & Data Engineering (SEG), Biomedical Engineering (SEG), Electronic & Computer Engineering (SEG), Engineering with Business (SEG), Infocomm & Media Engineering (SEG)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,6
Female,"Aeronautical & Aerospace Technology (SEG), Aerospace Systems & Management (SEG), AI & Data Engineering (SEG), Biomedical Engineering (SEG), Electronic & Computer Engineering (SEG), Engineering with Business (SEG)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,6
Female,"Aeronautical & Aerospace Technology (SEG), Aerospace Systems & Management (SEG), AI & Data Engineering (SEG), Biomedical Engineering (SEG), Electronic & Computer Engineering (SEG), Engineering with Business (SEG)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,6
Male,"Advanced & Digital Manufacturing (SEG), Aeronautical & Aerospace Technology (SEG), Aerospace Systems & Management (SEG), AI & Data Engineering (SEG), Biomedical Engineering (SEG), Electronic & Computer Engineering (SEG)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,6
