UserID,Gender,Age Group,Top 6 most preferred CCA,Adventure Club (Sports and Adventure),Aikido (Sports and Adventure),Ambassadorial Team (Leadership & Character Development),Archery (Sports and Adventure),Astronomy Club (Leadership & Character Development),Athletics (Sports and Adventure),Badminton (Sports and Adventure),Basketball (Sports and Adventure),Bei Quan Dao (Sports and Adventure),Bowling (Sports and Adventure),Buddhist Society (Societies),Canoe Sprint (Sports and Adventure),Catholic Youth Community (Societies),CD Lionhearters (Community Service & Environment),Chinese Cultural Group (Arts & Culture),Chinese Orchestra (Arts & Culture),Community Service Club (Community Service & Environment),Crew Studio (Arts & Culture),Current Affairs & Debating Club (Leadership & Character Development),Dance Company (Arts & Culture),Danz Inc. (Arts & Culture),Der Treff German Club (Arts & Culture),Dragonboat (Sports and Adventure),Emcee Club (Community Service & Environment),Entrepreneurship Club (Leadership & Character Development),Floorball (Sports and Adventure),Foreign Bodies (Arts & Culture),Geo Council (Community Service & Environment),Guitar Club (Arts & Culture),Harmonica Ensemble (Arts & Culture),Hockey (Sports and Adventure),Indian Cultural Group (Arts & Culture),Judo (Sports and Adventure),Kendo (Sports and Adventure),K-Wave Korean Club (Arts & Culture),L Hexagone French Club (Arts & Culture),La Ballroom En Masse (Arts & Culture),Leo Club (Community Service & Environment),Library Champions (Leadership & Character Development),Life Saving (Sports and Adventure),Lion & Dragon Dance Troupe (Sports and Adventure),Live Audio (Arts & Culture),Makers Innovators Tribe (Leadership & Character Development),Makeup Artistry (Arts & Culture),Malay Cultural Group (Arts & Culture),Mentoring Club (Community Service & Environment),Mindsports (Sports and Adventure),Netball (Sports and Adventure),Nyaa Students Club (Community Service & Environment),NYP Cru (Societies),NYP Primers (Community Service & Environment),Peer Supporter Club (Community Service & Environment),Photography Club (Leadership & Character Development),Piano Ensemble (Arts & Culture),Running Club (Sports and Adventure),Sakuran Japanese Cultural Club (Arts & Culture),SAS Club (Academic Club),SBM Club (Academic Club),SDM Club (Academic Club),SEG Club (Academic Club),Service Learning Group (Community Service & Environment),SHSS Club (Academic Club),Silat (Sports and Adventure),SIT Club (Academic Club),Sketch Art Club (Arts & Culture),Soccer (Sports and Adventure),Soundcard (Arts & Culture),Squash (Sports and Adventure),Stagearts Drama & Theatre Management Club (Arts & Culture),Street Workout Club (Sports and Adventure),Strongman Club (Sports and Adventure),Students Union (Leadership & Character Development),Swimming (Sports and Adventure),Symphony Orchestra (Arts & Culture),Table Tennis (Sports and Adventure),Taekwondo (Sports and Adventure),Tchoukball (Sports and Adventure),Tennis (Sports and Adventure),The Communicators (Leadership & Character Development),Touch Football (Sports and Adventure),Ultimate Frisbee (Sports and Adventure),Voice Ensemble (Arts & Culture),Volleyball (Sports and Adventure),Zhong Hua Wushu (Sports and Adventure),sum
255,Female,65 and above,"Adventure Club (Sports and Adventure), Canoe Sprint (Sports and Adventure), Dragonboat (Sports and Adventure), Life Saving (Sports and Adventure), Swimming (Sports and Adventure), Ultimate Frisbee (Sports and Adventure)",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,6
256,Female,14 and below,"Current Affairs & Debating Club (Leadership & Character Development), Emcee Club (Community Service & Environment), L Hexagone French Club (Arts & Culture), Leo Club (Community Service & Environment), Library Champions (Leadership & Character Development), Makeup Artistry (Arts & Culture)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
257,Female,14 and below,"Current Affairs & Debating Club (Leadership & Character Development), Emcee Club (Community Service & Environment), Entrepreneurship Club (Leadership & Character Development), Photography Club (Leadership & Character Development), Students Union (Leadership & Character Development), The Communicators (Leadership & Character Development)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,6
258,Female,14 and below,"Floorball (Sports and Adventure), Hockey (Sports and Adventure), Squash (Sports and Adventure), Tchoukball (Sports and Adventure), Tennis (Sports and Adventure), Volleyball (Sports and Adventure)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,6
259,Female,14 and below,"Leo Club (Community Service & Environment), Mentoring Club (Community Service & Environment), Nyaa Students Club (Community Service & Environment), NYP Cru (Societies), NYP Primers (Community Service & Environment), Peer Supporter Club (Community Service & Environment)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
260,Female,14 and below,"Basketball (Sports and Adventure), Floorball (Sports and Adventure), Netball (Sports and Adventure), Tchoukball (Sports and Adventure), Touch Football (Sports and Adventure), Ultimate Frisbee (Sports and Adventure)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,6
261,Female,14 and below,"Aikido (Sports and Adventure), Astronomy Club (Leadership & Character Development), Sakuran Japanese Cultural Club (Arts & Culture), Sketch Art Club (Arts & Culture), Stagearts Drama & Theatre Management Club (Arts & Culture), Taekwondo (Sports and Adventure)",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6
262,Female,14 and below,"Athletics (Sports and Adventure), Basketball (Sports and Adventure), Bei Quan Dao (Sports and Adventure), Soccer (Sports and Adventure), Street Workout Club (Sports and Adventure), Strongman Club (Sports and Adventure)",0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6
263,Female,15 - 24,"Indian Cultural Group (Arts & Culture), Makers Innovators Tribe (Leadership & Character Development), Soundcard (Arts & Culture), Street Workout Club (Sports and Adventure), Strongman Club (Sports and Adventure), Tennis (Sports and Adventure)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,6
264,Female,14 and below,"Dragonboat (Sports and Adventure), Floorball (Sports and Adventure), Hockey (Sports and Adventure), Malay Cultural Group (Arts & Culture), Silat (Sports and Adventure), Soccer (Sports and Adventure)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
265,Male,14 and below,"Adventure Club (Sports and Adventure), Athletics (Sports and Adventure), Canoe Sprint (Sports and Adventure), Dragonboat (Sports and Adventure), Life Saving (Sports and Adventure), Swimming (Sports and Adventure)",1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6
266,Male,14 and below,"Aikido (Sports and Adventure), Bei Quan Dao (Sports and Adventure), Judo (Sports and Adventure), Kendo (Sports and Adventure), Silat (Sports and Adventure), Taekwondo (Sports and Adventure)",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6
267,Male,14 and below,"Ambassadorial Team (Leadership & Character Development), Astronomy Club (Leadership & Character Development), Current Affairs & Debating Club (Leadership & Character Development), Library Champions (Leadership & Character Development), Makers Innovators Tribe (Leadership & Character Development), The Communicators (Leadership & Character Development)",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6
268,Male,14 and below,"Archery (Sports and Adventure), Silat (Sports and Adventure), Table Tennis (Sports and Adventure), Tennis (Sports and Adventure), Ultimate Frisbee (Sports and Adventure), Volleyball (Sports and Adventure)",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,6
269,Male,14 and below,"Badminton (Sports and Adventure), Bowling (Sports and Adventure), Table Tennis (Sports and Adventure), Tchoukball (Sports and Adventure), Tennis (Sports and Adventure), Ultimate Frisbee (Sports and Adventure)",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,6
270,Male,14 and below,"Basketball (Sports and Adventure), Soccer (Sports and Adventure), Squash (Sports and Adventure), Tchoukball (Sports and Adventure), Ultimate Frisbee (Sports and Adventure), Volleyball (Sports and Adventure)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,6
271,Male,14 and below,"CD Lionhearters (Community Service & Environment), Community Service Club (Community Service & Environment), Geo Council (Community Service & Environment), Nyaa Students Club (Community Service & Environment), Peer Supporter Club (Community Service & Environment), Service Learning Group (Community Service & Environment)",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
272,Male,14 and below,"Chinese Cultural Group (Arts & Culture), Chinese Orchestra (Arts & Culture), Harmonica Ensemble (Arts & Culture), Lion & Dragon Dance Troupe (Sports and Adventure), Mindsports (Sports and Adventure), Piano Ensemble (Arts & Culture)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
273,Female,14 and below,"Current Affairs & Debating Club (Leadership & Character Development), Makers Innovators Tribe (Leadership & Character Development), Peer Supporter Club (Community Service & Environment), Students Union (Leadership & Character Development), The Communicators (Leadership & Character Development), SHSS Club (Academic Club)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,6
274,Male,14 and below,"Ambassadorial Team (Leadership & Character Development), Current Affairs & Debating Club (Leadership & Character Development), Emcee Club (Community Service & Environment), Library Champions (Leadership & Character Development), Students Union (Leadership & Character Development), SEG Club (Academic Club)",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6
275,Male,14 and below,"Adventure Club (Sports and Adventure), Athletics (Sports and Adventure), Canoe Sprint (Sports and Adventure), Dragonboat (Sports and Adventure), Life Saving (Sports and Adventure), Swimming (Sports and Adventure)",1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6
276,Male,14 and below,"Aikido (Sports and Adventure), Bei Quan Dao (Sports and Adventure), Judo (Sports and Adventure), Kendo (Sports and Adventure), Silat (Sports and Adventure), Taekwondo (Sports and Adventure)",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6
277,Male,14 and below,"Ambassadorial Team (Leadership & Character Development), Astronomy Club (Leadership & Character Development), Current Affairs & Debating Club (Leadership & Character Development), Library Champions (Leadership & Character Development), Makers Innovators Tribe (Leadership & Character Development), The Communicators (Leadership & Character Development)",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6
278,Male,14 and below,"Archery (Sports and Adventure), Silat (Sports and Adventure), Table Tennis (Sports and Adventure), Tennis (Sports and Adventure), Ultimate Frisbee (Sports and Adventure), Volleyball (Sports and Adventure)",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,6
279,Male,15 - 24,"Badminton (Sports and Adventure), Bowling (Sports and Adventure), Table Tennis (Sports and Adventure), Tchoukball (Sports and Adventure), Tennis (Sports and Adventure), Ultimate Frisbee (Sports and Adventure)",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,6
280,Male,15 - 24,"Basketball (Sports and Adventure), Soccer (Sports and Adventure), Squash (Sports and Adventure), Tchoukball (Sports and Adventure), Ultimate Frisbee (Sports and Adventure), Volleyball (Sports and Adventure)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,6
281,Male,15 - 24,"CD Lionhearters (Community Service & Environment), Community Service Club (Community Service & Environment), Geo Council (Community Service & Environment), Nyaa Students Club (Community Service & Environment), Peer Supporter Club (Community Service & Environment), Service Learning Group (Community Service & Environment)",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
282,Male,15 - 24,"Chinese Cultural Group (Arts & Culture), Chinese Orchestra (Arts & Culture), Harmonica Ensemble (Arts & Culture), Lion & Dragon Dance Troupe (Sports and Adventure), Mindsports (Sports and Adventure), Piano Ensemble (Arts & Culture)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
283,Female,15 - 24,"Current Affairs & Debating Club (Leadership & Character Development), Makers Innovators Tribe (Leadership & Character Development), Peer Supporter Club (Community Service & Environment), Students Union (Leadership & Character Development), The Communicators (Leadership & Character Development), SHSS Club (Academic Club)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,6
284,Male,15 - 24,"Ambassadorial Team (Leadership & Character Development), Current Affairs & Debating Club (Leadership & Character Development), Emcee Club (Community Service & Environment), Library Champions (Leadership & Character Development), Students Union (Leadership & Character Development), SEG Club (Academic Club)",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6
285,Male,15 - 24,"Adventure Club (Sports and Adventure), Badminton (Sports and Adventure), Makers Innovators Tribe (Leadership & Character Development), Mindsports (Sports and Adventure), Swimming (Sports and Adventure), SIT Club (Academic Club)",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6
286,Male,15 - 24,"Badminton (Sports and Adventure), Basketball (Sports and Adventure), Bowling (Sports and Adventure), Guitar Club (Arts & Culture), Kendo (Sports and Adventure), Soccer (Sports and Adventure)",0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
287,Male,15 - 24,"Archery (Sports and Adventure), Bei Quan Dao (Sports and Adventure), La Ballroom En Masse (Arts & Culture), Library Champions (Leadership & Character Development), Life Saving (Sports and Adventure), Peer Supporter Club (Community Service & Environment)",0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
288,Male,14 and below,"Ambassadorial Team (Leadership & Character Development), Archery (Sports and Adventure), Basketball (Sports and Adventure), Soccer (Sports and Adventure), Strongman Club (Sports and Adventure), Students Union (Leadership & Character Development)",0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,6
289,Male,14 and below,"Crew Studio (Arts & Culture), Entrepreneurship Club (Leadership & Character Development), Soundcard (Arts & Culture), Stagearts Drama & Theatre Management Club (Arts & Culture), Strongman Club (Sports and Adventure), Symphony Orchestra (Arts & Culture)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,6
290,Male,14 and below,"Adventure Club (Sports and Adventure), Athletics (Sports and Adventure), Bowling (Sports and Adventure), Canoe Sprint (Sports and Adventure), Running Club (Sports and Adventure), SIT Club (Academic Club)",1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
291,Male,14 and below,"Aikido (Sports and Adventure), Basketball (Sports and Adventure), Bei Quan Dao (Sports and Adventure), Judo (Sports and Adventure), Silat (Sports and Adventure), Taekwondo (Sports and Adventure)",0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6
292,Male,14 and below,"Ambassadorial Team (Leadership & Character Development), Current Affairs & Debating Club (Leadership & Character Development), Emcee Club (Community Service & Environment), Library Champions (Leadership & Character Development), Students Union (Leadership & Character Development), SEG Club (Academic Club)",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6
293,Male,14 and below,"Adventure Club (Sports and Adventure), Athletics (Sports and Adventure), Canoe Sprint (Sports and Adventure), Dragonboat (Sports and Adventure), Life Saving (Sports and Adventure), Swimming (Sports and Adventure)",1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6
294,Male,15 - 24,"Aikido (Sports and Adventure), Bei Quan Dao (Sports and Adventure), Judo (Sports and Adventure), Kendo (Sports and Adventure), Silat (Sports and Adventure), Taekwondo (Sports and Adventure)",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6
295,Male,15 - 24,"Ambassadorial Team (Leadership & Character Development), Astronomy Club (Leadership & Character Development), Current Affairs & Debating Club (Leadership & Character Development), Library Champions (Leadership & Character Development), Makers Innovators Tribe (Leadership & Character Development), The Communicators (Leadership & Character Development)",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6
296,Male,15 - 24,"Archery (Sports and Adventure), Silat (Sports and Adventure), Table Tennis (Sports and Adventure), Tennis (Sports and Adventure), Ultimate Frisbee (Sports and Adventure), Volleyball (Sports and Adventure)",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,6
297,Male,65 and above,"Badminton (Sports and Adventure), Bowling (Sports and Adventure), Table Tennis (Sports and Adventure), Tchoukball (Sports and Adventure), Tennis (Sports and Adventure), Ultimate Frisbee (Sports and Adventure)",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,6
298,Male,65 and above,"Basketball (Sports and Adventure), Soccer (Sports and Adventure), Squash (Sports and Adventure), Tchoukball (Sports and Adventure), Ultimate Frisbee (Sports and Adventure), Volleyball (Sports and Adventure)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,6
